Gene ID,Genomic Location (Gene),Product Description
PF3D7-0803800,"Pf3D7-08-v3:233,467..234,426(-)",proteasome subunit beta type-4
PF3D7-0804500,"Pf3D7-08-v3:250,083..268,437(+)","conserved Plasmodium membrane protein, unknown function"
PF3D7-0805000,"Pf3D7-08-v3:283,066..284,522(-)","alpha/beta hydrolase, putative"
PF3D7-0805100,"Pf3D7-08-v3:286,959..288,620(+)","conserved Plasmodium protein, unknown function"
PF3D7-0805200,"Pf3D7-08-v3:290,902..291,183(+)","gamete release protein, putative"
PF3D7-0805400,"Pf3D7-08-v3:303,370..304,596(-)","N-acetyltransferase, GNAT family, putative"
PF3D7-0805500,"Pf3D7-08-v3:305,295..308,549(-)","conserved Plasmodium protein, unknown function"
PF3D7-0805700,"Pf3D7-08-v3:314,172..318,726(-)","serine/threonine protein kinase, FIKK family"
PF3D7-0806300,"Pf3D7-08-v3:337,902..343,254(-)","ferlin, putative"
PF3D7-0806600,"Pf3D7-08-v3:349,317..353,362(-)","kinesin-like protein, putative"
PF3D7-0807400,"Pf3D7-08-v3:384,298..385,797(+)","coenzyme Q-binding protein COQ10 homolog, mitochondrial"
PF3D7-0807600,"Pf3D7-08-v3:389,596..394,259(-)","conserved Plasmodium protein, unknown function"
PF3D7-0807700,"Pf3D7-08-v3:395,648..398,787(-)",serine protease DegP
PF3D7-0808000,"Pf3D7-08-v3:404,996..409,084(+)","conserved Plasmodium protein, unknown function"
PF3D7-0808200,"Pf3D7-08-v3:416,344..418,065(-)",plasmepsin X
PF3D7-0808400,"Pf3D7-08-v3:423,527..424,536(+)","coatomer subunit epsilon, putative"
PF3D7-0808600,"Pf3D7-08-v3:431,165..439,051(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0808700,"Pf3D7-08-v3:440,408..448,062(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0808800,"Pf3D7-08-v3:450,615..451,899(+)",rifin
PF3D7-0808900,"Pf3D7-08-v3:453,803..454,919(+)",rifin
PF3D7-0809100,"Pf3D7-08-v3:459,312..466,567(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0809200,"Pf3D7-08-v3:467,943..471,893(-)",asparagine-rich antigen Pfa55-14
PF3D7-0809500,"Pf3D7-08-v3:478,512..478,826(-)","histone acetyltransferase subunit NuA4, putative"
PF3D7-0810300,"Pf3D7-08-v3:525,058..527,604(-)","protein phosphatase PPM5, putative"
PF3D7-0810400,"Pf3D7-08-v3:532,220..534,031(+)","aquaporin, putative"
PF3D7-0810500,"Pf3D7-08-v3:534,469..536,619(-)","protein phosphatase PPM7, putative"
PF3D7-0810600,"Pf3D7-08-v3:541,971..544,796(+)","ATP-dependent RNA helicase DBP1, putative"
PF3D7-0810800,"Pf3D7-08-v3:548,200..550,616(+)",hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase
PF3D7-0811100,"Pf3D7-08-v3:557,884..559,506(-)","mitochondrial carrier protein, putative"
PF3D7-0811300,"Pf3D7-08-v3:567,824..573,148(+)",CCR4-associated factor 1
PF3D7-0811400,"Pf3D7-08-v3:575,986..578,370(+)","conserved protein, unknown function"
PF3D7-0811500,"Pf3D7-08-v3:579,483..582,221(+)","histone-arginine methyltransferase CARM1, putative"
PF3D7-0811600,"Pf3D7-08-v3:582,983..586,953(-)","conserved protein, unknown function"
PF3D7-0811700,"Pf3D7-08-v3:589,821..593,489(+)","conserved Plasmodium protein, unknown function"
PF3D7-0812100,"Pf3D7-08-v3:604,923..612,878(+)","proteasome activator complex subunit 4, putative"
PF3D7-0812200,"Pf3D7-08-v3:614,919..617,821(-)","trypsin-like serine protease, putative"
PF3D7-0812300,"Pf3D7-08-v3:618,843..620,228(-)","sporozoite surface protein 3, putative"
PF3D7-0813000,"Pf3D7-08-v3:643,086..644,885(-)","conserved protein, unknown function"
PF3D7-0813700,"Pf3D7-08-v3:671,157..675,416(-)",ABC transporter F family member 1
PF3D7-0813800,"Pf3D7-08-v3:676,391..677,464(+)","GDP-mannose 4,6-dehydratase"
PF3D7-0814200,"Pf3D7-08-v3:687,340..688,086(+)",DNA/RNA-binding protein Alba 1
PF3D7-0814400,"Pf3D7-08-v3:695,215..697,522(-)","phospholipase DDHD1, putative"
PF3D7-0814700,"Pf3D7-08-v3:706,076..706,996(+)","conserved Plasmodium protein, unknown function"
PF3D7-0814900,"Pf3D7-08-v3:708,228..708,824(+)",superoxide dismutase [Fe]
PF3D7-0815400,"Pf3D7-08-v3:725,781..726,502(-)","ATP synthase-associated protein, putative"
PF3D7-0815700,"Pf3D7-08-v3:733,279..734,573(-)",ubiquitin
PF3D7-0815900,"Pf3D7-08-v3:743,505..745,505(+)","dihydrolipoyl dehydrogenase, apicoplast"
PF3D7-0816100,"Pf3D7-08-v3:748,653..749,623(+)","phosphopantothenoylcysteine decarboxylase, putative"
PF3D7-0816300,"Pf3D7-08-v3:751,942..756,173(-)","conserved Plasmodium protein, unknown function"
PF3D7-0816400,"Pf3D7-08-v3:757,224..758,207(+)","EF-hand calcium-binding domain-containing protein, putative"
PF3D7-0816500,"Pf3D7-08-v3:760,138..761,031(+)","small heat shock protein HSP20, putative"
PF3D7-0816600,"Pf3D7-08-v3:762,118..765,330(-)",chaperone protein ClpB1
PF3D7-0816800,"Pf3D7-08-v3:767,916..769,792(-)","meiotic recombination protein DMC1, putative"
PF3D7-0816900,"Pf3D7-08-v3:770,946..771,773(+)",adenylate kinase 2
PF3D7-0817300,"Pf3D7-08-v3:782,909..789,616(-)","conserved Plasmodium protein, unknown function"
PF3D7-0817500,"Pf3D7-08-v3:798,777..800,205(+)",histidine triad nucleotide-binding protein 1
PF3D7-0817900,"Pf3D7-08-v3:816,803..817,102(-)",high mobility group protein B2
PF3D7-0818100,"Pf3D7-08-v3:824,564..826,518(+)","zinc finger protein, putative"
PF3D7-0818300,"Pf3D7-08-v3:833,185..835,334(+)","dynactin subunit 6, putative"
PF3D7-0818500,"Pf3D7-08-v3:842,317..843,215(+)","zinc finger protein, putative"
PF3D7-0818600,"Pf3D7-08-v3:845,253..847,380(-)","BEM46-like protein, putative"
PF3D7-0818700,"Pf3D7-08-v3:848,277..852,947(-)","DNA helicase, putative"
PF3D7-0818900,"Pf3D7-08-v3:860,384..862,417(+)",heat shock protein 70
PF3D7-0819400,"Pf3D7-08-v3:878,495..880,459(+)",perforin-like protein 4
PF3D7-0819500,"Pf3D7-08-v3:881,590..884,390(+)","conserved protein, unknown function"
PF3D7-0819600,"Pf3D7-08-v3:885,198..886,136(-)","conserved Plasmodium protein, unknown function"
PF3D7-0819800,"Pf3D7-08-v3:891,658..898,502(-)","conserved Plasmodium protein, unknown function"
PF3D7-0820300,"Pf3D7-08-v3:919,055..920,896(+)","conserved Plasmodium protein, unknown function"
PF3D7-0820600,"Pf3D7-08-v3:929,145..930,861(+)","conserved protein, unknown function"
PF3D7-0820700,"Pf3D7-08-v3:932,321..935,626(+)",2-oxoglutarate dehydrogenase E1 component
PF3D7-0820900,"Pf3D7-08-v3:939,583..944,645(-)","conserved Plasmodium protein, unknown function"
PF3D7-0821100,"Pf3D7-08-v3:953,448..956,314(+)",protein kinase 1
PF3D7-0821300,"Pf3D7-08-v3:958,531..961,740(-)","ATP-dependent RNA helicase DHX36, putative"
PF3D7-0821400,"Pf3D7-08-v3:965,822..966,657(+)","conserved Plasmodium protein, unknown function"
PF3D7-0822200,"Pf3D7-08-v3:982,570..987,696(+)","phosphorylated CTD interacting factor 1 WW domain-containing protein, putative"
PF3D7-0822400,"Pf3D7-08-v3:990,250..992,608(+)","conserved Plasmodium protein, unknown function"
PF3D7-0822500,"Pf3D7-08-v3:992,655..993,965(-)",dynein light chain 1
PF3D7-0822900,"Pf3D7-08-v3:1,007,777..1,011,307(-)","conserved Plasmodium protein, unknown function"
PF3D7-0823200,"Pf3D7-08-v3:1,022,629..1,023,846(-)","RNA-binding protein, putative"
PF3D7-0823500,"Pf3D7-08-v3:1,037,100..1,038,608(-)","inner membrane complex protein 1i, putative"
PF3D7-0823600,"Pf3D7-08-v3:1,039,907..1,041,211(-)",lipoate-protein ligase B
PF3D7-0823700,"Pf3D7-08-v3:1,041,832..1,042,327(-)","mitochondrial import receptor subunit TOM7, putative"
PF3D7-0823800,"Pf3D7-08-v3:1,043,813..1,045,780(+)","DnaJ protein, putative"
PF3D7-0824000,"Pf3D7-08-v3:1,049,282..1,051,705(-)","conserved Plasmodium protein, unknown function"
PF3D7-0824200,"Pf3D7-08-v3:1,055,135..1,059,003(+)","conserved Plasmodium protein, unknown function"
PF3D7-0824300,"Pf3D7-08-v3:1,059,246..1,061,567(-)","GTP-binding protein Obg2, putative"
PF3D7-0824400,"Pf3D7-08-v3:1,062,304..1,064,061(-)",nucleoside transporter 2
PF3D7-0824500,"Pf3D7-08-v3:1,066,154..1,067,472(+)","conserved protein, unknown function"
PF3D7-0824700,"Pf3D7-08-v3:1,070,988..1,074,417(+)","lipase maturation factor, putative"
PF3D7-0824900,"Pf3D7-08-v3:1,080,055..1,082,991(-)","conserved Plasmodium protein, unknown function"
PF3D7-0825100,"Pf3D7-08-v3:1,091,998..1,093,221(+)","ankyrin-repeat protein, putative"
PF3D7-0825400,"Pf3D7-08-v3:1,096,423..1,097,363(+)","ATP synthase-associated protein, putative"
PF3D7-0825700,"Pf3D7-08-v3:1,101,887..1,102,804(-)","conserved protein, unknown function"
PF3D7-0825900,"Pf3D7-08-v3:1,106,048..1,107,961(+)","conserved Plasmodium protein, unknown function"
PF3D7-0826200,"Pf3D7-08-v3:1,142,499..1,144,307(-)","alpha/beta hydrolase, putative"
PF3D7-0826500,"Pf3D7-08-v3:1,152,302..1,156,282(+)","ubiquitin conjugation factor E4 B, putative"
PF3D7-0827000,"Pf3D7-08-v3:1,167,579..1,171,448(-)","ATP-dependent RNA helicase DBP10, putative"
PF3D7-0827200,"Pf3D7-08-v3:1,177,310..1,180,324(+)","conserved Plasmodium protein, unknown function"
PF3D7-0827400,"Pf3D7-08-v3:1,184,595..1,185,251(+)","conserved Plasmodium protein, unknown function"
PF3D7-0828000,"Pf3D7-08-v3:1,210,692..1,211,860(+)",rhomboid protease ROM3
PF3D7-0828500,"Pf3D7-08-v3:1,226,750..1,228,409(-)","translation initiation factor eIF-2B subunit alpha, putative"
PF3D7-0828600,"Pf3D7-08-v3:1,229,899..1,232,132(-)",folate transporter 1
PF3D7-0828700,"Pf3D7-08-v3:1,233,372..1,236,473(+)","conserved protein, unknown function"
PF3D7-0828800,"Pf3D7-08-v3:1,237,285..1,239,501(-)",GPI-anchored micronemal antigen
PF3D7-0829100,"Pf3D7-08-v3:1,252,349..1,253,796(+)","coiled-coil domain-containing protein 124, putative"
PF3D7-0829400,"Pf3D7-08-v3:1,257,716..1,259,041(-)","prolyl 4-hydroxylase subunit alpha, putative"
PF3D7-0830300,"Pf3D7-08-v3:1,290,240..1,291,406(-)",sporozoite invasion-associated protein 2
PF3D7-0830500,"Pf3D7-08-v3:1,296,134..1,298,328(-)","sporozoite and liver stage tryptophan-rich protein, putative"
PF3D7-0830700,"Pf3D7-08-v3:1,307,053..1,307,924(+)","Plasmodium exported protein (hyp9), unknown function"
PF3D7-0831700,"Pf3D7-08-v3:1,365,467..1,367,506(-)",heat shock protein 70
PF3D7-0831800,"Pf3D7-08-v3:1,374,236..1,375,299(-)",histidine-rich protein II
PF3D7-0832000,"Pf3D7-08-v3:1,383,349..1,384,377(-)",stevor
PF3D7-0832200,"Pf3D7-08-v3:1,392,168..1,393,491(+)","Plasmodium exported protein (PHISTa-like), unknown function"
PF3D7-0832200,"Pf3D7-08-v3:1,392,168..1,393,491(+)","Plasmodium exported protein (PHISTa-like), unknown function"
PF3D7-0832400,"Pf3D7-08-v3:1,399,560..1,400,583(-)",stevor
PF3D7-0832500,"Pf3D7-08-v3:1,402,567..1,403,711(-)",rifin
PF3D7-0832600,"Pf3D7-08-v3:1,405,835..1,406,999(-)",stevor
PF3D7-0832800,"Pf3D7-08-v3:1,411,058..1,412,141(+)",rifin
PF3D7-0832900,"Pf3D7-08-v3:1,414,283..1,415,293(+)",stevor
PF3D7-0833000,"Pf3D7-08-v3:1,417,438..1,418,625(+)",rifin
PF3D7-0833100,"Pf3D7-08-v3:1,420,818..1,422,077(-)",rifin
PF3D7-0833200,"Pf3D7-08-v3:1,426,884..1,428,135(+)",rifin
PF3D7-0833300,"Pf3D7-08-v3:1,429,330..1,430,514(+)","erythrocyte membrane protein 1 (PfEMP1), exon 2, pseudogene"
PF3D7-0833400,"Pf3D7-08-v3:1,432,696..1,433,932(+)",rifin
PF3D7-0833500,"Pf3D7-08-v3:1,435,794..1,443,449(-)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0900100,"Pf3D7-09-v3:20,080..27,885(+)","erythrocyte membrane protein 1, PfEMP1"
PF3D7-0900200,"Pf3D7-09-v3:29,797..31,157(-)",rifin
PF3D7-0900300,"Pf3D7-09-v3:33,553..34,795(-)",rifin
PF3D7-0900400,"Pf3D7-09-v3:39,554..40,740(+)",rifin
PF3D7-0900500,"Pf3D7-09-v3:42,909..44,045(-)",rifin
PF3D7-0900600,"Pf3D7-09-v3:45,902..47,236(-)",rifin
PF3D7-0900700,"Pf3D7-09-v3:49,612..50,971(-)",rifin
PF3D7-0900900,"Pf3D7-09-v3:55,074..56,081(-)",stevor
PF3D7-0901000,"Pf3D7-09-v3:58,162..59,240(-)",rifin
PF3D7-0901100,"Pf3D7-09-v3:61,342..62,553(-)",rifin
PF3D7-0901300,"Pf3D7-09-v3:67,334..68,625(+)",rifin
PF3D7-0901400,"Pf3D7-09-v3:70,521..71,738(+)",rifin
PF3D7-0901500,"Pf3D7-09-v3:74,409..75,746(+)",rifin
PF3D7-0901600,"Pf3D7-09-v3:77,861..78,874(+)",stevor
PF3D7-0902000,"Pf3D7-09-v3:89,361..91,295(-)","serine/threonine protein kinase, FIKK family"
PF3D7-0902100,"Pf3D7-09-v3:93,830..95,613(-)","serine/threonine protein kinase, FIKK family"
PF3D7-0902200,"Pf3D7-09-v3:98,175..100,339(-)","serine/threonine protein kinase, FIKK family"
PF3D7-0902300,"Pf3D7-09-v3:102,492..104,593(-)","serine/threonine protein kinase, FIKK family"
PF3D7-0902400,"Pf3D7-09-v3:106,514..108,406(-)","serine/threonine protein kinase, FIKK family"
PF3D7-0902500,"Pf3D7-09-v3:109,334..111,329(-)","serine/threonine protein kinase, FIKK family"
PF3D7-0902600,"Pf3D7-09-v3:113,409..115,549(-)","serine/threonine protein kinase, FIKK family"
PF3D7-0902800,"Pf3D7-09-v3:121,621..125,006(-)",serine repeat antigen 9
PF3D7-0903100,"Pf3D7-09-v3:130,140..130,937(-)","protein RER1, putative"
PF3D7-0903200,"Pf3D7-09-v3:133,762..135,587(-)",ras-related protein RAB7
PF3D7-0903300,"Pf3D7-09-v3:140,977..150,588(+)","conserved protein, unknown function"
PF3D7-0903400,"Pf3D7-09-v3:151,700..159,541(-)","ATP-dependent RNA helicase DDX60, putative"
PF3D7-0903600,"Pf3D7-09-v3:168,493..172,887(+)","conserved protein, unknown function, unspecified product"
PF3D7-0903600,"Pf3D7-09-v3:168,493..172,887(+)","conserved protein, unknown function, unspecified product"
PF3D7-0903700,"Pf3D7-09-v3:175,542..177,442(+)",alpha tubulin 1
PF3D7-0903800,"Pf3D7-09-v3:179,187..183,991(+)",LCCL domain-containing protein
PF3D7-0904000,"Pf3D7-09-v3:187,342..188,622(-)","GTPase-activating protein, putative"
PF3D7-0904200,"Pf3D7-09-v3:197,867..198,816(+)","PH domain-containing protein, putative"
PF3D7-0904300,"Pf3D7-09-v3:199,051..207,458(-)","conserved protein, unknown function"
PF3D7-0904500,"Pf3D7-09-v3:210,077..210,609(+)","prefoldin subunit 4, putative"
PF3D7-0904600,"Pf3D7-09-v3:212,515..217,983(+)","ubiquitin specific protease, putative"
PF3D7-0904900,"Pf3D7-09-v3:224,875..232,831(-)",copper-transporting ATPase
PF3D7-0905000,"Pf3D7-09-v3:234,501..235,346(-)","conserved Plasmodium protein, unknown function"
PF3D7-0905300,"Pf3D7-09-v3:251,353..269,709(-)","dynein heavy chain, putative"
PF3D7-0905400,"Pf3D7-09-v3:270,740..274,789(-)",high molecular weight rhoptry protein 3
PF3D7-0905500,"Pf3D7-09-v3:278,369..279,088(+)","conserved protein, unknown function"
PF3D7-0906000,"Pf3D7-09-v3:298,665..304,179(-)",exoribonuclease II
PF3D7-0906400,"Pf3D7-09-v3:312,474..314,987(-)","dynein intermediate light chain, putative"
PF3D7-0906600,"Pf3D7-09-v3:320,811..323,342(-)","zinc finger protein, putative"
PF3D7-0907200,"Pf3D7-09-v3:345,892..349,293(+)","GTPase-activating protein, putative"
PF3D7-0907400,"Pf3D7-09-v3:351,955..354,723(-)",ATP-dependent protease ATPase subunit ClpY
PF3D7-0907600,"Pf3D7-09-v3:360,535..363,215(+)","translation initiation factor SUI1, putative"
PF3D7-0907700,"Pf3D7-09-v3:364,069..364,908(-)","proteasome activator 28 subunit beta, putative"
PF3D7-0908000,"Pf3D7-09-v3:369,870..371,554(-)","plasma membrane protein 1, putative"
PF3D7-0908100,"Pf3D7-09-v3:373,762..375,586(-)","apicoplast integral membrane protein, putative"
PF3D7-0909200,"Pf3D7-09-v3:418,208..419,895(-)",GDP-fucose protein O-fucosyltransferase 2
PF3D7-0909500,"Pf3D7-09-v3:430,578..432,047(+)","subpellicular microtubule protein 1, putative"
PF3D7-0909700,"Pf3D7-09-v3:440,914..444,024(+)","FHA domain protein, putative"
PF3D7-0909900,"Pf3D7-09-v3:447,928..452,049(+)","helicase SKI2W, putative"
PF3D7-0910000,"Pf3D7-09-v3:452,399..455,743(-)","SET domain protein, putative"
PF3D7-0910700,"Pf3D7-09-v3:491,275..492,906(+)","actin-like protein, putative"
PF3D7-0911300,"Pf3D7-09-v3:511,467..521,529(+)",cysteine repeat modular protein 1
PF3D7-0911700,"Pf3D7-09-v3:532,341..535,598(+)","GTP-binding protein, putative"
PF3D7-0913200,"Pf3D7-09-v3:575,679..576,509(+)",elongation factor 1-beta
PF3D7-0915000,"Pf3D7-09-v3:639,658..641,259(-)",type II NADH:ubiquinone oxidoreductase
PF3D7-0915200,"Pf3D7-09-v3:645,632..646,600(+)","ribonuclease H2 subunit C, putative"
PF3D7-0915800,"Pf3D7-09-v3:663,918..664,571(+)","glycolipid transfer protein, putative"
PF3D7-0916000,"Pf3D7-09-v3:667,255..671,725(-)","major facilitator superfamily domain-containing protein, putative"
PF3D7-0916600,"Pf3D7-09-v3:694,605..695,264(-)","methyltransferase, putative"
PF3D7-0917000,"Pf3D7-09-v3:706,592..712,072(-)",merozoite organizing protein
PF3D7-0917900,"Pf3D7-09-v3:737,985..740,276(+)",heat shock protein 70
PF3D7-0918100,"Pf3D7-09-v3:747,173..748,490(+)","cytochrome b5-like heme/steroid binding protein, putative"
PF3D7-0918400,"Pf3D7-09-v3:754,297..760,269(+)","conserved Plasmodium protein, unknown function"
PF3D7-0918600,"Pf3D7-09-v3:764,848..767,034(+)",ATP-dependent DNA helicase Q1
PF3D7-0918800,"Pf3D7-09-v3:772,646..774,379(-)","dihydrouridine synthase, putative"
PF3D7-0918900,"Pf3D7-09-v3:777,558..780,749(+)",gamma-glutamylcysteine synthetase
PF3D7-0919200,"Pf3D7-09-v3:789,514..790,478(-)","PPPDE peptidase, putative"
PF3D7-0919300,"Pf3D7-09-v3:793,217..794,167(+)","thioredoxin-like protein 1, putative"
PF3D7-0919400,"Pf3D7-09-v3:795,539..797,470(+)",protein disulfide isomerase
PF3D7-0919500,"Pf3D7-09-v3:798,498..799,928(+)","major facilitator superfamily domain-containing protein, putative"
PF3D7-0920000,"Pf3D7-09-v3:822,665..824,593(+)","long chain fatty acid elongation enzyme, putative"
PF3D7-0920100,"Pf3D7-09-v3:825,336..827,140(-)","chaperone, putative"
PF3D7-0920200,"Pf3D7-09-v3:827,730..830,681(-)","CS domain protein, putative"
PF3D7-0920400,"Pf3D7-09-v3:833,754..839,312(+)","conserved Plasmodium protein, unknown function"
PF3D7-0920700,"Pf3D7-09-v3:849,515..851,296(+)","CRAL/TRIO domain-containing protein, putative"
PF3D7-0921400,"Pf3D7-09-v3:873,971..874,957(-)",NifU-like scaffold protein
PF3D7-0921600,"Pf3D7-09-v3:878,004..883,117(+)","tetratricopeptide repeat protein, putative"
PF3D7-0922100,"Pf3D7-09-v3:895,415..900,304(+)","ubiquitin-like protein, putative"
PF3D7-0922300,"Pf3D7-09-v3:905,998..908,357(+)","conserved protein, unknown function"
PF3D7-0922600,"Pf3D7-09-v3:916,603..918,674(+)","glutamine synthetase, putative"
PF3D7-0922900,"Pf3D7-09-v3:936,868..938,345(-)",3-oxoacyl-[acyl-carrier-protein] reductase
PF3D7-0923100,"Pf3D7-09-v3:941,830..942,498(-)","OTU domain-containing protein, putative"
PF3D7-0923300,"Pf3D7-09-v3:947,033..949,498(+)",perforin-like protein 3
PF3D7-0923400,"Pf3D7-09-v3:950,408..953,722(+)","conserved Plasmodium protein, unknown function"
PF3D7-0923500,"Pf3D7-09-v3:956,605..957,835(+)","cyclin-dependent kinases regulatory subunit, putative"
PF3D7-0923600,"Pf3D7-09-v3:958,763..959,917(+)",lipoate-protein ligase 2
PF3D7-0923700,"Pf3D7-09-v3:960,181..961,390(-)","conserved protein, unknown function"
PF3D7-0923800,"Pf3D7-09-v3:961,933..963,786(-)",thioredoxin reductase
PF3D7-0923800,"Pf3D7-09-v3:961,933..963,786(-)",thioredoxin reductase
PF3D7-0924000,"Pf3D7-09-v3:972,548..976,637(+)","patatin-like phospholipase, putative"
PF3D7-0924300,"Pf3D7-09-v3:984,815..986,017(-)",thiamine pyrophosphokinase
PF3D7-0924400,"Pf3D7-09-v3:988,977..992,915(+)","conserved Plasmodium protein, unknown function"
PF3D7-0924700,"Pf3D7-09-v3:1,006,773..1,008,542(+)","splicing factor 3A subunit 3, putative"
PF3D7-0925600,"Pf3D7-09-v3:1,027,094..1,027,704(+)","zinc binding protein (Yippee), putative"
PF3D7-0926100,"Pf3D7-09-v3:1,048,280..1,057,816(-)","protein kinase, putative"
PF3D7-0926300,"Pf3D7-09-v3:1,064,752..1,070,317(+)","protein kinase, putative"
PF3D7-0926600,"Pf3D7-09-v3:1,084,696..1,089,093(+)","conserved Plasmodium membrane protein, unknown function"
PF3D7-0926700,"Pf3D7-09-v3:1,089,911..1,092,430(+)","glutamine-dependent NAD(+) synthetase, putative"
PF3D7-0927000,"Pf3D7-09-v3:1,099,075..1,099,750(+)",HSP90 co-chaperone p23
PF3D7-0927100,"Pf3D7-09-v3:1,100,253..1,100,831(-)","conserved protein, unknown function"
PF3D7-0927200,"Pf3D7-09-v3:1,107,143..1,112,656(+)","zinc finger protein, putative"
PF3D7-0927300,"Pf3D7-09-v3:1,113,958..1,116,003(+)",fumarate hydratase
PF3D7-0927400,"Pf3D7-09-v3:1,116,416..1,119,775(-)","conserved Plasmodium protein, unknown function"
PF3D7-0927700,"Pf3D7-09-v3:1,126,990..1,127,928(-)","serine/threonine protein phosphatase 4, putative"
PF3D7-0928100,"Pf3D7-09-v3:1,136,966..1,138,183(-)","conserved Plasmodium protein, unknown function"
PF3D7-0928300,"Pf3D7-09-v3:1,143,184..1,144,479(+)","conserved Plasmodium protein, unknown function"
PF3D7-0928500,"Pf3D7-09-v3:1,146,239..1,147,197(-)","conserved Plasmodium protein, unknown function"
PF3D7-0928600,"Pf3D7-09-v3:1,148,161..1,148,502(-)","conserved Plasmodium protein, unknown function"
PF3D7-0928800,"Pf3D7-09-v3:1,156,247..1,158,709(+)","serine/threonine protein kinase, putative"
PF3D7-0928900,"Pf3D7-09-v3:1,159,876..1,160,475(+)",guanylate kinase
PF3D7-0929400,"Pf3D7-09-v3:1,175,203..1,180,762(+)",high molecular weight rhoptry protein 2
PF3D7-0929600,"Pf3D7-09-v3:1,182,687..1,183,695(-)","G2 protein, putative"
PF3D7-0930100,"Pf3D7-09-v3:1,191,787..1,195,239(-)","heptatricopeptide repeat-containing protein, putative"
PF3D7-0930200,"Pf3D7-09-v3:1,195,693..1,198,462(-)",leucine-rich repeat protein
PF3D7-0930300,"Pf3D7-09-v3:1,201,812..1,206,974(+)",merozoite surface protein 1
PF3D7-0930400,"Pf3D7-09-v3:1,207,974..1,211,703(+)","zinc finger protein, putative"
PF3D7-0930400,"Pf3D7-09-v3:1,207,974..1,211,703(+)","zinc finger protein, putative"
PF3D7-0930900,"Pf3D7-09-v3:1,247,268..1,247,940(-)","NifU-like protein, putative"
PF3D7-0931000,"Pf3D7-09-v3:1,248,866..1,251,601(-)","elongation factor Tu, putative"
PF3D7-0931100,"Pf3D7-09-v3:1,254,815..1,257,292(+)","nucleolar protein Nop52, putative"
PF3D7-0931200,"Pf3D7-09-v3:1,258,549..1,259,451(+)",selenoprotein
PF3D7-0931600,"Pf3D7-09-v3:1,268,277..1,269,415(+)","conserved protein, unknown function"
PF3D7-0931700,"Pf3D7-09-v3:1,270,155..1,272,656(+)","PIH1 domain-containing protein, putative"
PF3D7-0931800,"Pf3D7-09-v3:1,273,082..1,273,930(-)","proteasome subunit beta type-6, putative"
